Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AttritionFlag,TenureBand,IncomeQuartile,JobSatisfactionLabel,recruiting_pct_of_salary,onboarding_pct_of_salary,months_vacant,ramp_months,ramp_productivity_loss,annual_salary,cost_recruiting,cost_onboarding,cost_vacancy,cost_ramp,replacement_cost,replacement_cost_pct_salary
46,No,Travel_Rarely,945,Human Resources,5,2,Medical,103,2,Male,80,3,2,Human Resources,2,Divorced,5021,10425,8,Yes,22,4,4,1,16,2,3,4,2,0,2,0,4-6 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,60252,12050.400000000001,6025.200000000001,10042.0,7531.5,35649.100000000006,0.5916666666666668
30,No,Travel_Rarely,852,Engineering,1,1,Life Sciences,104,4,Male,55,2,2,QA / Support Engineer,4,Married,5126,15998,1,Yes,12,3,3,2,10,1,2,10,8,3,0,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,61512,12302.400000000001,6151.200000000001,10252.0,7689.0,36394.600000000006,0.5916666666666668
35,No,Travel_Rarely,1214,Engineering,1,3,Medical,105,2,Male,30,2,1,Software Engineer,3,Single,2859,26278,1,No,18,3,1,0,6,3,3,6,4,0,4,0,4-6 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,34308,6861.6,3430.8,4288.5,4288.5,18869.4,0.55
55,No,Travel_Rarely,111,Sales,1,2,Life Sciences,106,1,Male,70,3,3,Sales Executive,4,Married,10239,18092,3,No,14,3,4,1,24,4,3,1,0,1,0,0,0-1 yr,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,122868,24573.600000000002,12286.800000000001,25597.5,20478.0,82935.9,0.6749999999999999
38,No,Non-Travel,573,Engineering,6,3,Medical,107,2,Female,79,1,2,Software Engineer,4,Divorced,5329,15717,7,Yes,12,3,4,3,17,3,3,13,11,1,9,0,10+ yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,63948,12789.6,6394.8,10658.0,7993.5,37835.9,0.5916666666666667
34,No,Travel_Rarely,1153,Engineering,1,2,Medical,110,1,Male,94,3,2,Platform / DevOps Lead,2,Married,4325,17736,1,No,15,3,3,0,5,2,3,5,2,1,3,0,4-6 yrs,Q2,2 Medium,0.2,0.1,2.0,3,0.5,51900,10380.0,5190.0,8650.0,6487.5,30707.5,0.5916666666666667
56,No,Travel_Rarely,1400,Engineering,7,3,Life Sciences,112,4,Male,49,1,3,Platform / DevOps Lead,4,Single,7260,21698,4,No,11,3,1,0,37,3,2,6,4,0,2,0,4-6 yrs,Q3,4 Very High,0.2,0.1,2.5,4,0.5,87120,17424.0,8712.0,18150.0,14520.0,58806.0,0.675
23,No,Travel_Rarely,541,Sales,2,1,Technical Degree,113,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,No,13,3,3,1,3,3,3,0,0,0,0,0,0-1 yr,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,27864,5572.8,2786.4,3483.0,3483.0,15325.2,0.55
51,No,Travel_Rarely,432,Engineering,9,4,Life Sciences,116,4,Male,96,3,1,QA / Support Engineer,4,Married,2075,18725,3,No,23,4,2,2,10,4,3,4,2,0,3,0,4-6 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,24900,4980.0,2490.0,3112.5,3112.5,13695.0,0.55
30,No,Travel_Rarely,288,Engineering,2,3,Life Sciences,117,3,Male,99,2,2,Solutions Consultant,4,Married,4152,15830,1,No,19,3,1,3,11,3,3,11,10,10,8,0,10+ yrs,Q2,4 Very High,0.2,0.1,2.0,3,0.5,49824,9964.800000000001,4982.400000000001,8304.0,6228.0,29479.2,0.5916666666666667
46,Yes,Travel_Rarely,669,Sales,9,2,Medical,118,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,No,16,3,4,0,9,3,3,9,8,4,7,1,7-10 yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,115428,23085.600000000002,11542.800000000001,24047.5,19238.0,77913.9,0.6749999999999999
40,No,Travel_Frequently,530,Engineering,1,4,Life Sciences,119,3,Male,78,2,4,Solutions Consultant,2,Married,13503,14115,1,No,22,4,4,1,22,3,2,22,3,11,11,0,10+ yrs,Q4 (highest),2 Medium,0.2,0.1,3.0,6,0.5,162036,32407.2,16203.6,40509.0,40509.0,129628.8,0.8
51,No,Travel_Rarely,632,Sales,21,4,Marketing,120,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Yes,22,4,4,0,11,2,1,10,7,1,0,0,7-10 yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,65292,13058.400000000001,6529.200000000001,10882.0,8161.5,38631.100000000006,0.5916666666666668
30,No,Travel_Rarely,1334,Sales,4,2,Medical,121,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,3,11,4,2,11,8,2,7,0,10+ yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,62508,12501.6,6250.8,10418.0,7813.5,36983.9,0.5916666666666667
46,No,Travel_Frequently,638,Engineering,1,3,Medical,124,3,Male,40,2,3,Solutions Consultant,1,Married,10673,3142,2,Yes,13,3,3,1,21,5,2,10,9,9,5,0,7-10 yrs,Q4 (highest),1 Low,0.2,0.1,2.5,4,0.5,128076,25615.2,12807.6,26682.5,21346.0,86451.3,0.675
32,No,Travel_Rarely,1093,Sales,6,4,Medical,125,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,No,16,3,1,0,12,0,3,11,8,5,7,0,10+ yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,60120,12024.0,6012.0,10020.0,7515.0,35571.0,0.5916666666666667
54,No,Travel_Rarely,1217,Engineering,2,4,Technical Degree,126,1,Female,60,3,3,Engineering Director,3,Married,13549,24001,9,No,12,3,1,1,16,5,1,4,3,0,3,0,4-6 yrs,Q4 (highest),3 High,0.2,0.1,2.5,4,0.5,162588,32517.600000000002,16258.800000000001,33872.5,27098.0,109746.9,0.6749999999999999
24,No,Travel_Rarely,1353,Sales,3,2,Other,128,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,No,21,4,1,1,4,2,2,3,2,0,2,0,2-3 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,59988,11997.6,5998.8,9998.0,7498.5,35492.9,0.5916666666666667
28,No,Non-Travel,120,Sales,4,3,Medical,129,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,0,5,3,4,5,4,0,4,0,4-6 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,50652,10130.400000000001,5065.200000000001,8442.0,6331.5,29969.100000000002,0.5916666666666667
58,No,Travel_Rarely,682,Sales,10,4,Medical,131,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,No,13,3,3,0,38,1,2,37,10,1,8,0,10+ yrs,Q4 (highest),3 High,0.2,0.1,3.0,6,0.5,166464,33292.8,16646.4,41616.0,41616.0,133171.2,0.8
44,No,Non-Travel,489,Engineering,23,3,Medical,132,2,Male,67,3,2,QA / Support Engineer,2,Married,2042,25043,4,No,12,3,3,1,17,3,4,3,2,1,2,0,2-3 yrs,Q1 (lowest),2 Medium,0.2,0.1,2.0,3,0.5,24504,4900.8,2450.4,4084.0,3063.0,14498.2,0.5916666666666667
37,Yes,Travel_Rarely,807,Human Resources,6,4,Human Resources,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Yes,22,4,4,0,7,3,3,3,2,0,2,1,2-3 yrs,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,24876,4975.200000000001,2487.6000000000004,3109.5,3109.5,13681.800000000001,0.55
32,No,Travel_Rarely,827,Engineering,1,1,Life Sciences,134,4,Male,71,3,1,Software Engineer,1,Single,2956,15178,1,No,13,3,4,0,1,2,3,1,0,0,0,0,0-1 yr,Q2,1 Low,0.2,0.1,1.5,3,0.5,35472,7094.400000000001,3547.2000000000003,4434.0,4434.0,19509.6,0.5499999999999999
20,Yes,Travel_Frequently,871,Engineering,6,3,Life Sciences,137,4,Female,66,2,1,QA / Support Engineer,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,1,0-1 yr,Q2,4 Very High,0.2,0.1,1.5,3,0.5,35112,7022.400000000001,3511.2000000000003,4389.0,4389.0,19311.6,0.5499999999999999
34,No,Travel_Rarely,665,Engineering,6,4,Other,138,1,Female,41,3,2,Software Engineer,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,0,10+ yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,57708,11541.6,5770.8,9618.0,7213.5,34143.9,0.5916666666666667
37,No,Non-Travel,1040,Engineering,2,2,Life Sciences,139,3,Male,100,2,2,Solutions Consultant,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,0,0-1 yr,Q3,4 Very High,0.2,0.1,2.0,3,0.5,61956,12391.2,6195.6,10326.0,7744.5,36657.3,0.5916666666666667
59,No,Non-Travel,1420,Human Resources,2,4,Human Resources,140,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,0,2-3 yrs,Q4 (highest),4 Very High,0.2,0.1,4.0,6,0.5,226128,45225.600000000006,22612.800000000003,75376.0,56532.0,199746.40000000002,0.8833333333333334
50,No,Travel_Frequently,1115,Engineering,1,3,Life Sciences,141,1,Female,73,3,5,Engineering Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7,0,7-10 yrs,Q4 (highest),2 Medium,0.2,0.1,4.0,6,0.5,218064,43612.8,21806.4,72688.0,54516.0,192623.2,0.8833333333333334
25,Yes,Travel_Rarely,240,Sales,5,3,Marketing,142,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3,1,4-6 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,68928,13785.6,6892.8,11488.0,8616.0,40782.4,0.5916666666666667
25,No,Travel_Rarely,1280,Engineering,7,1,Medical,143,4,Male,64,2,1,Software Engineer,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,0,2-3 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,34668,6933.6,3466.8,4333.5,4333.5,19067.4,0.55
22,No,Travel_Rarely,534,Engineering,15,3,Medical,144,2,Female,59,3,1,QA / Support Engineer,4,Single,2871,23785,1,No,15,3,3,0,1,5,3,0,0,0,0,0,0-1 yr,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,34452,6890.400000000001,3445.2000000000003,4306.5,4306.5,18948.6,0.5499999999999999
51,No,Travel_Frequently,1456,Engineering,1,4,Medical,145,1,Female,30,2,3,Solutions Consultant,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,0,10+ yrs,Q3,1 Low,0.2,0.1,2.5,4,0.5,89808,17961.600000000002,8980.800000000001,18710.0,14968.0,60620.4,0.675
34,Yes,Travel_Frequently,658,Engineering,7,3,Life Sciences,147,1,Male,66,1,2,QA / Support Engineer,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,1,7-10 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,72888,14577.6,7288.8,12148.0,9111.0,43125.4,0.5916666666666667
54,No,Non-Travel,142,Human Resources,26,3,Human Resources,148,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,0,23,3,3,5,3,4,4,0,4-6 yrs,Q4 (highest),4 Very High,0.2,0.1,3.0,6,0.5,207936,41587.200000000004,20793.600000000002,51984.0,51984.0,166348.8,0.7999999999999999
24,No,Travel_Rarely,1127,Engineering,18,1,Life Sciences,150,2,Male,52,3,1,QA / Support Engineer,3,Married,2774,13257,0,No,12,3,3,1,6,2,3,5,3,1,2,0,4-6 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,33288,6657.6,3328.8,4161.0,4161.0,18308.4,0.55
34,No,Travel_Rarely,1031,Engineering,6,4,Life Sciences,151,3,Female,45,2,2,Software Engineer,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0,0,0-1 yr,Q2,2 Medium,0.2,0.1,2.0,3,0.5,54060,10812.0,5406.0,9010.0,6757.5,31985.5,0.5916666666666667
37,No,Travel_Rarely,1189,Sales,3,3,Life Sciences,152,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,0,4-6 yrs,Q3,4 Very High,0.2,0.1,2.5,4,0.5,89136,17827.2,8913.6,18570.0,14856.0,60166.8,0.675
34,No,Travel_Rarely,1354,Engineering,5,3,Medical,153,3,Female,45,2,3,Manager,1,Single,11631,5615,2,No,12,3,4,0,14,6,3,11,10,5,8,0,10+ yrs,Q4 (highest),1 Low,0.2,0.1,2.5,4,0.5,139572,27914.4,13957.2,29077.5,23262.0,94211.1,0.675
36,No,Travel_Frequently,1467,Sales,11,2,Technical Degree,154,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,1,10,6,3,9,7,2,8,0,7-10 yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,116856,23371.2,11685.6,24345.0,19476.0,78877.8,0.675
36,No,Travel_Rarely,922,Engineering,3,2,Life Sciences,155,1,Female,39,3,1,QA / Support Engineer,4,Divorced,2835,2561,5,No,22,4,1,1,7,2,3,1,0,0,0,0,0-1 yr,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,34020,6804.0,3402.0,4252.5,4252.5,18711.0,0.55
43,No,Travel_Frequently,394,Sales,26,2,Life Sciences,158,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,0,10+ yrs,Q4 (highest),4 Very High,0.2,0.1,3.0,6,0.5,203508,40701.600000000006,20350.800000000003,50877.0,50877.0,162806.40000000002,0.8000000000000002
30,No,Travel_Frequently,1312,Engineering,23,3,Life Sciences,159,1,Male,96,1,1,Software Engineer,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9,0,7-10 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,31356,6271.200000000001,3135.6000000000004,3919.5,3919.5,17245.800000000003,0.55
33,No,Non-Travel,750,Sales,22,2,Marketing,160,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,3,1,1,8,2,4,7,7,0,7,0,7-10 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,73752,14750.400000000001,7375.200000000001,12292.0,9219.0,43636.600000000006,0.5916666666666668
56,Yes,Travel_Rarely,441,Engineering,14,4,Life Sciences,161,2,Female,72,3,1,Software Engineer,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,1,4-6 yrs,Q3,2 Medium,0.2,0.1,1.5,3,0.5,59556,11911.2,5955.6,7444.5,7444.5,32755.800000000003,0.55
51,No,Travel_Rarely,684,Engineering,6,3,Life Sciences,162,1,Male,51,3,5,Engineering Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,0,10+ yrs,Q4 (highest),3 High,0.2,0.1,4.0,6,0.5,234444,46888.8,23444.4,78148.0,58611.0,207092.2,0.8833333333333334
31,Yes,Travel_Rarely,249,Sales,6,4,Life Sciences,163,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7,1,7-10 yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,74064,14812.800000000001,7406.400000000001,12344.0,9258.0,43821.2,0.5916666666666667
26,No,Travel_Rarely,841,Engineering,6,3,Other,164,3,Female,46,2,1,Software Engineer,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,0,4-6 yrs,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,28416,5683.200000000001,2841.6000000000004,3552.0,3552.0,15628.800000000001,0.55
58,Yes,Travel_Rarely,147,Engineering,23,4,Medical,165,4,Female,94,3,3,Solutions Consultant,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,1,10+ yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,123744,24748.800000000003,12374.400000000001,25780.0,20624.0,83527.20000000001,0.675
19,Yes,Travel_Rarely,528,Sales,22,1,Marketing,167,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,1,0-1 yr,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,20100,4020.0,2010.0,2512.5,2512.5,11055.0,0.55
22,No,Travel_Rarely,594,Engineering,2,1,Technical Degree,169,3,Male,100,3,1,QA / Support Engineer,4,Married,2523,19299,0,No,14,3,3,1,3,2,3,2,1,2,1,0,2-3 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,30276,6055.200000000001,3027.6000000000004,3784.5,3784.5,16651.800000000003,0.55
49,No,Travel_Rarely,470,Engineering,20,4,Medical,170,3,Female,96,3,2,Platform / DevOps Lead,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,0,10+ yrs,Q3,1 Low,0.2,0.1,2.0,3,0.5,78804,15760.800000000001,7880.400000000001,13134.0,9850.5,46625.7,0.5916666666666667
43,No,Travel_Frequently,957,Engineering,28,3,Medical,171,2,Female,72,4,1,Software Engineer,3,Single,4739,16090,4,No,12,3,4,0,18,2,3,3,2,1,2,0,2-3 yrs,Q2,3 High,0.2,0.1,1.5,3,0.5,56868,11373.6,5686.8,7108.5,7108.5,31277.4,0.55
50,No,Travel_Frequently,809,Sales,12,3,Marketing,174,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1,0,2-3 yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,110496,22099.2,11049.6,23020.0,18416.0,74584.8,0.675
31,Yes,Travel_Rarely,542,Sales,20,3,Life Sciences,175,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,1,2-3 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,54708,10941.6,5470.8,9118.0,6838.5,32368.9,0.5916666666666667
41,No,Travel_Rarely,802,Sales,9,1,Life Sciences,176,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,0,7-10 yrs,Q3,3 High,0.2,0.1,2.5,4,0.5,98268,19653.600000000002,9826.800000000001,20472.5,16378.0,66330.9,0.6749999999999999
26,No,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,177,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,No,23,4,4,1,8,3,3,8,7,5,7,0,7-10 yrs,Q2,3 High,0.2,0.1,1.5,3,0.5,35304,7060.8,3530.4,4413.0,4413.0,19417.2,0.55
36,No,Travel_Rarely,216,Engineering,6,2,Medical,178,2,Male,84,3,2,Platform / DevOps Lead,2,Divorced,4941,2819,6,No,20,4,4,2,7,0,3,3,2,0,1,0,2-3 yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,59292,11858.400000000001,5929.200000000001,9882.0,7411.5,35081.100000000006,0.5916666666666668
51,Yes,Travel_Frequently,1150,Engineering,8,4,Life Sciences,179,1,Male,53,1,3,Platform / DevOps Lead,4,Single,10650,25150,2,No,15,3,4,0,18,2,3,4,2,0,3,1,4-6 yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,127800,25560.0,12780.0,26625.0,21300.0,86265.0,0.675
39,No,Travel_Rarely,1329,Sales,4,4,Life Sciences,182,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,0,10+ yrs,Q3,3 High,0.2,0.1,2.0,3,0.5,70824,14164.800000000001,7082.400000000001,11804.0,8853.0,41904.2,0.5916666666666667
25,No,Travel_Rarely,959,Sales,28,3,Life Sciences,183,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,0,6,3,3,2,2,2,2,0,2-3 yrs,Q4 (highest),3 High,0.2,0.1,2.0,3,0.5,103668,20733.600000000002,10366.800000000001,17278.0,12958.5,61336.9,0.5916666666666667
30,No,Travel_Rarely,1240,Human Resources,9,3,Human Resources,184,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,7,0,10+ yrs,Q3,4 Very High,0.2,0.1,2.0,3,0.5,76164,15232.800000000001,7616.400000000001,12694.0,9520.5,45063.7,0.5916666666666667
32,Yes,Travel_Rarely,1033,Engineering,9,3,Medical,190,1,Female,41,3,1,QA / Support Engineer,1,Single,4200,10224,7,No,22,4,1,0,10,2,4,5,4,0,4,1,4-6 yrs,Q2,1 Low,0.2,0.1,1.5,3,0.5,50400,10080.0,5040.0,6300.0,6300.0,27720.0,0.55
45,No,Travel_Rarely,1316,Engineering,29,3,Medical,192,3,Male,83,3,1,Software Engineer,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,0,4-6 yrs,Q2,4 Very High,0.2,0.1,1.5,3,0.5,41424,8284.800000000001,4142.400000000001,5178.0,5178.0,22783.2,0.55
38,No,Travel_Rarely,364,Engineering,3,5,Technical Degree,193,4,Female,32,3,2,Software Engineer,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,0,2-3 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,51804,10360.800000000001,5180.400000000001,8634.0,6475.5,30650.7,0.5916666666666667
30,No,Travel_Rarely,438,Engineering,18,3,Life Sciences,194,1,Female,75,3,1,Software Engineer,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,0,4-6 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,31584,6316.8,3158.4,3948.0,3948.0,17371.2,0.55
32,No,Travel_Frequently,689,Sales,9,2,Medical,195,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,3,9,2,4,8,7,0,7,0,7-10 yrs,Q2,4 Very High,0.2,0.1,2.0,3,0.5,56016,11203.2,5601.6,9336.0,7002.0,33142.8,0.5916666666666667
30,No,Travel_Rarely,201,Engineering,5,3,Technical Degree,197,4,Female,84,3,1,Software Engineer,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2,0,2-3 yrs,Q2,1 Low,0.2,0.1,1.5,3,0.5,38448,7689.6,3844.8,4806.0,4806.0,21146.4,0.55
30,No,Travel_Rarely,1427,Engineering,2,1,Medical,198,2,Male,35,2,1,QA / Support Engineer,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2,0,4-6 yrs,Q1 (lowest),4 Very High,0.2,0.1,1.5,3,0.5,32640,6528.0,3264.0,4080.0,4080.0,17952.0,0.55
41,No,Travel_Frequently,857,Engineering,10,3,Life Sciences,199,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,0,7-10 yrs,Q4 (highest),1 Low,0.2,0.1,3.0,6,0.5,206172,41234.4,20617.2,51543.0,51543.0,164937.6,0.8
41,No,Travel_Rarely,933,Engineering,9,4,Life Sciences,200,3,Male,94,3,1,QA / Support Engineer,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,0,4-6 yrs,Q1 (lowest),1 Low,0.2,0.1,1.5,3,0.5,26856,5371.200000000001,2685.6000000000004,3357.0,3357.0,14770.800000000001,0.55
19,No,Travel_Rarely,1181,Engineering,3,1,Medical,201,2,Female,79,3,1,QA / Support Engineer,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,0,0-1 yr,Q1 (lowest),2 Medium,0.2,0.1,1.5,3,0.5,17796,3559.2000000000003,1779.6000000000001,2224.5,2224.5,9787.8,0.5499999999999999
40,No,Travel_Frequently,1395,Engineering,26,3,Medical,202,2,Female,54,3,2,Software Engineer,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,0,10+ yrs,Q3,2 Medium,0.2,0.1,2.0,3,0.5,67260,13452.0,6726.0,11210.0,8407.5,39795.5,0.5916666666666667
35,No,Travel_Rarely,662,Sales,1,5,Marketing,204,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,0,7-10 yrs,Q3,2 Medium,0.2,0.1,2.5,4,0.5,87540,17508.0,8754.0,18237.5,14590.0,59089.5,0.675
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,205,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5,0,7-10 yrs,Q1 (lowest),3 High,0.2,0.1,2.0,3,0.5,27672,5534.400000000001,2767.2000000000003,4612.0,3459.0,16372.6,0.5916666666666667
45,No,Travel_Rarely,194,Engineering,9,3,Life Sciences,206,2,Male,60,3,2,QA / Support Engineer,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15,0,10+ yrs,Q1 (lowest),2 Medium,0.2,0.1,2.0,3,0.5,28176,5635.200000000001,2817.6000000000004,4696.0,3522.0,16670.800000000003,0.5916666666666668
32,No,Travel_Frequently,967,Sales,8,3,Marketing,207,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7,0,7-10 yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,107976,21595.2,10797.6,22495.0,17996.0,72883.8,0.675
29,No,Non-Travel,1496,Engineering,1,1,Technical Degree,208,4,Male,41,3,2,Platform / DevOps Lead,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9,0,7-10 yrs,Q2,3 High,0.2,0.1,2.0,3,0.5,51828,10365.6,5182.8,8638.0,6478.5,30664.9,0.5916666666666667
51,No,Travel_Rarely,1169,Engineering,7,4,Medical,211,2,Male,34,2,2,Platform / DevOps Lead,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,0,0-1 yr,Q3,3 High,0.2,0.1,2.0,3,0.5,73584,14716.800000000001,7358.400000000001,12264.0,9198.0,43537.2,0.5916666666666667
58,No,Travel_Rarely,1145,Engineering,9,3,Medical,214,2,Female,75,2,1,Software Engineer,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,0,0-1 yr,Q2,2 Medium,0.2,0.1,1.5,3,0.5,40152,8030.400000000001,4015.2000000000003,5019.0,5019.0,22083.6,0.5499999999999999
40,No,Travel_Rarely,630,Sales,4,4,Marketing,215,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,0,10+ yrs,Q4 (highest),4 Very High,0.2,0.1,2.5,4,0.5,130260,26052.0,13026.0,27137.5,21710.0,87925.5,0.675
34,No,Travel_Frequently,303,Sales,2,4,Marketing,216,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2,0,4-6 yrs,Q1 (lowest),3 High,0.2,0.1,1.5,3,0.5,26772,5354.400000000001,2677.2000000000003,3346.5,3346.5,14724.6,0.55
