employee_number,age,department,job_role,job_level,business_travel,overtime,marital_status,gender,monthly_income,years_at_company,tenure_band,income_quartile,job_satisfaction_label,attrition_flag,replacement_cost,replacement_cost_pct_salary
246,31,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Female,3929.0,4,4-6 yrs,Q2,4 Very High,0,25931.4,0.55
247,34,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,2311.0,3,2-3 yrs,Q1 (lowest),2 Medium,0,15252.6,0.55
248,41,Sales,Sales Representative,1,Travel_Rarely,true,Single,Female,3140.0,4,4-6 yrs,Q2,2 Medium,1,20724.0,0.55
249,50,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,3690.0,3,2-3 yrs,Q2,3 High,0,24354.0,0.55
250,53,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Divorced,Female,4450.0,4,4-6 yrs,Q2,1 Low,0,31595.0,0.5916666666666667
252,33,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,2756.0,8,7-10 yrs,Q1 (lowest),2 Medium,0,18189.6,0.5499999999999999
253,40,Engineering,Manager,5,Travel_Rarely,false,Married,Female,19033.0,20,10+ yrs,Q4 (highest),3 High,0,201749.8,0.8833333333333333
254,55,Engineering,Engineering Director,5,Travel_Rarely,false,Single,Male,18722.0,24,10+ yrs,Q4 (highest),2 Medium,0,198453.2,0.8833333333333334
256,34,Engineering,Platform / DevOps Lead,2,Travel_Frequently,false,Married,Male,9547.0,10,7-10 yrs,Q4 (highest),3 High,0,67783.70000000001,0.5916666666666668
258,51,Engineering,Solutions Consultant,4,Travel_Rarely,false,Single,Female,13734.0,7,7-10 yrs,Q4 (highest),2 Medium,0,131846.4,0.7999999999999999
259,52,Engineering,Manager,5,Travel_Rarely,false,Married,Male,19999.0,33,10+ yrs,Q4 (highest),3 High,0,211989.40000000002,0.8833333333333334
260,27,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,2279.0,7,7-10 yrs,Q1 (lowest),2 Medium,0,15041.400000000001,0.55
261,35,Engineering,Platform / DevOps Lead,2,Travel_Rarely,true,Married,Male,5916.0,1,0-1 yr,Q3,3 High,1,42003.600000000006,0.5916666666666668
262,43,Engineering,Software Engineer,1,Non-Travel,false,Divorced,Male,2089.0,5,4-6 yrs,Q1 (lowest),4 Very High,0,13787.400000000001,0.55
264,45,Engineering,Manager,4,Non-Travel,false,Married,Male,16792.0,20,10+ yrs,Q4 (highest),4 Very High,0,161203.2,0.8
267,37,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,3564.0,8,7-10 yrs,Q2,1 Low,0,23522.4,0.55
269,35,Engineering,QA / Support Engineer,2,Travel_Frequently,false,Single,Female,4425.0,6,4-6 yrs,Q2,2 Medium,0,31417.5,0.5916666666666667
270,42,Engineering,Platform / DevOps Lead,2,Non-Travel,false,Divorced,Female,5265.0,5,4-6 yrs,Q3,3 High,0,37381.5,0.5916666666666667
271,38,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,6553.0,1,0-1 yr,Q3,3 High,0,46526.3,0.5916666666666667
273,38,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,6261.0,7,7-10 yrs,Q3,4 Very High,0,44453.100000000006,0.5916666666666668
274,27,Engineering,Platform / DevOps Lead,2,Travel_Frequently,false,Married,Male,4298.0,2,2-3 yrs,Q2,1 Low,0,30515.800000000003,0.5916666666666667
275,49,Engineering,Platform / DevOps Lead,2,Non-Travel,true,Divorced,Male,6804.0,7,7-10 yrs,Q3,4 Very High,0,48308.4,0.5916666666666667
277,34,Engineering,Software Engineer,1,Travel_Frequently,true,Divorced,Male,3815.0,5,4-6 yrs,Q2,3 High,0,25179.0,0.55
281,40,Engineering,QA / Support Engineer,2,Travel_Rarely,true,Married,Male,2741.0,7,7-10 yrs,Q1 (lowest),4 Very High,0,19461.1,0.5916666666666667
282,38,Engineering,Solutions Consultant,2,Travel_Rarely,true,Married,Male,6673.0,1,0-1 yr,Q3,1 Low,1,47378.3,0.5916666666666667
283,29,Sales,Sales Executive,3,Travel_Rarely,false,Married,Female,7639.0,10,7-10 yrs,Q3,4 Very High,1,61875.9,0.675
284,22,Engineering,Software Engineer,1,Travel_Rarely,true,Divorced,Male,2328.0,4,4-6 yrs,Q1 (lowest),2 Medium,0,15364.800000000001,0.55
286,36,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Single,Female,2153.0,8,7-10 yrs,Q1 (lowest),4 Very High,0,14209.800000000001,0.55
287,40,Engineering,Solutions Consultant,2,Non-Travel,false,Married,Male,4876.0,3,2-3 yrs,Q2,4 Very High,0,34619.600000000006,0.5916666666666668
288,46,Engineering,Solutions Consultant,3,Travel_Rarely,false,Divorced,Male,9396.0,4,4-6 yrs,Q4 (highest),1 Low,0,76107.6,0.675
291,32,Sales,Sales Executive,3,Travel_Rarely,false,Married,Male,10400.0,14,10+ yrs,Q4 (highest),4 Very High,1,84240.0,0.675
292,30,Engineering,Platform / DevOps Lead,3,Non-Travel,false,Single,Male,8474.0,11,10+ yrs,Q4 (highest),3 High,0,68639.4,0.6749999999999999
293,27,Sales,Sales Executive,2,Travel_Frequently,false,Single,Female,9981.0,7,7-10 yrs,Q4 (highest),3 High,0,70865.1,0.5916666666666667
296,51,Engineering,Engineering Director,3,Travel_Rarely,false,Married,Male,12490.0,10,7-10 yrs,Q4 (highest),2 Medium,0,101169.0,0.675
297,30,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Female,2657.0,5,4-6 yrs,Q1 (lowest),1 Low,1,17536.2,0.55
298,41,Sales,Manager,3,Travel_Rarely,true,Single,Female,13591.0,1,0-1 yr,Q4 (highest),4 Very High,0,110087.1,0.675
299,30,Sales,Sales Executive,2,Travel_Frequently,false,Single,Female,6696.0,6,4-6 yrs,Q3,1 Low,1,47541.600000000006,0.5916666666666668
300,29,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,2058.0,6,4-6 yrs,Q1 (lowest),3 High,1,13582.800000000001,0.55
302,45,Sales,Sales Executive,3,Non-Travel,false,Single,Female,8865.0,19,10+ yrs,Q4 (highest),4 Very High,0,71806.5,0.675
303,54,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,5940.0,6,4-6 yrs,Q3,1 Low,0,42174.0,0.5916666666666667
304,36,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Single,Male,5914.0,13,10+ yrs,Q3,2 Medium,0,41989.4,0.5916666666666667
305,33,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,2622.0,3,2-3 yrs,Q1 (lowest),2 Medium,0,17305.2,0.55
306,37,Engineering,Engineering Director,3,Travel_Frequently,true,Divorced,Male,12185.0,10,7-10 yrs,Q4 (highest),4 Very High,0,98698.5,0.675
307,38,Sales,Sales Executive,3,Travel_Rarely,false,Divorced,Male,10609.0,16,10+ yrs,Q4 (highest),3 High,0,85932.9,0.6749999999999999
308,31,Engineering,Platform / DevOps Lead,2,Non-Travel,false,Married,Male,4345.0,5,4-6 yrs,Q2,3 High,0,30849.5,0.5916666666666667
309,59,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2177.0,1,0-1 yr,Q1 (lowest),4 Very High,0,14368.2,0.55
311,37,Sales,Sales Representative,1,Travel_Frequently,false,Divorced,Male,2793.0,9,7-10 yrs,Q1 (lowest),4 Very High,0,18433.800000000003,0.55
312,29,Sales,Sales Executive,3,Travel_Frequently,false,Married,Female,7918.0,11,10+ yrs,Q3,4 Very High,0,64135.8,0.675
314,35,Sales,Sales Executive,3,Travel_Frequently,false,Single,Female,8789.0,10,7-10 yrs,Q4 (highest),3 High,0,71190.9,0.6749999999999999
315,29,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Male,2389.0,4,4-6 yrs,Q1 (lowest),4 Very High,1,15767.400000000001,0.55
316,52,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Female,3212.0,2,2-3 yrs,Q2,4 Very High,0,21199.2,0.55
319,42,Engineering,Manager,5,Travel_Rarely,false,Married,Male,19232.0,22,10+ yrs,Q4 (highest),4 Very High,0,203859.2,0.8833333333333334
321,59,Human Resources,Human Resources,1,Travel_Rarely,false,Married,Male,2267.0,2,2-3 yrs,Q1 (lowest),3 High,0,14962.2,0.55
323,50,Sales,Manager,5,Travel_Rarely,false,Divorced,Female,19517.0,7,7-10 yrs,Q4 (highest),4 Very High,0,206880.2,0.8833333333333334
325,33,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Male,2436.0,5,4-6 yrs,Q1 (lowest),4 Very High,1,16077.6,0.55
327,43,Sales,Manager,4,Travel_Rarely,true,Married,Female,16064.0,17,10+ yrs,Q4 (highest),4 Very High,0,154214.4,0.7999999999999999
328,33,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Female,2707.0,9,7-10 yrs,Q1 (lowest),1 Low,1,17866.2,0.55
329,52,Sales,Manager,5,Non-Travel,true,Single,Male,19068.0,33,10+ yrs,Q4 (highest),3 High,0,202120.8,0.8833333333333333
330,32,Sales,Sales Representative,1,Travel_Rarely,false,Married,Female,3931.0,4,4-6 yrs,Q2,2 Medium,0,25944.6,0.5499999999999999
331,32,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Single,Male,3730.0,3,2-3 yrs,Q2,3 High,1,24618.0,0.55
332,39,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Divorced,Female,2232.0,3,2-3 yrs,Q1 (lowest),3 High,0,14731.2,0.55
333,32,Sales,Sales Executive,2,Non-Travel,false,Married,Male,4465.0,3,2-3 yrs,Q2,4 Very High,0,31701.5,0.5916666666666667
334,41,Engineering,Software Engineer,2,Travel_Rarely,false,Divorced,Male,3072.0,1,0-1 yr,Q2,1 Low,0,21811.2,0.5916666666666667
335,40,Engineering,Software Engineer,2,Travel_Rarely,false,Divorced,Male,3319.0,9,7-10 yrs,Q2,4 Very High,0,23564.9,0.5916666666666667
336,45,Engineering,Manager,5,Travel_Rarely,false,Married,Male,19202.0,24,10+ yrs,Q4 (highest),4 Very High,0,203541.2,0.8833333333333334
337,31,Engineering,Engineering Director,3,Travel_Frequently,false,Divorced,Male,13675.0,2,2-3 yrs,Q4 (highest),3 High,0,110767.5,0.675
338,33,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,2911.0,2,2-3 yrs,Q1 (lowest),4 Very High,0,19212.6,0.5499999999999999
339,34,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Male,5957.0,11,10+ yrs,Q3,1 Low,0,42294.7,0.5916666666666667
340,37,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Female,3920.0,3,2-3 yrs,Q2,1 Low,0,25872.0,0.55
341,45,Engineering,Platform / DevOps Lead,2,Travel_Frequently,false,Married,Male,6434.0,3,2-3 yrs,Q3,3 High,0,45681.4,0.5916666666666667
342,37,Engineering,Platform / DevOps Lead,3,Travel_Frequently,false,Divorced,Male,10048.0,1,0-1 yr,Q4 (highest),3 High,1,81388.8,0.675
343,39,Engineering,Solutions Consultant,3,Travel_Frequently,false,Single,Female,10938.0,19,10+ yrs,Q4 (highest),3 High,0,88597.8,0.675
346,29,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,2340.0,6,4-6 yrs,Q1 (lowest),4 Very High,0,15444.0,0.55
347,42,Engineering,Software Engineer,2,Travel_Rarely,true,Single,Female,6545.0,3,2-3 yrs,Q3,1 Low,0,46469.5,0.5916666666666667
349,29,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Male,6931.0,3,2-3 yrs,Q3,4 Very High,0,49210.100000000006,0.5916666666666668
350,25,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Married,Female,4898.0,4,4-6 yrs,Q2,3 High,0,34775.8,0.5916666666666667
351,42,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Divorced,Female,2593.0,9,7-10 yrs,Q1 (lowest),1 Low,0,17113.800000000003,0.55
352,40,Engineering,Engineering Director,5,Travel_Rarely,false,Divorced,Male,19436.0,21,10+ yrs,Q4 (highest),3 High,0,206021.6,0.8833333333333333
353,51,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2723.0,1,0-1 yr,Q1 (lowest),4 Very High,0,17971.800000000003,0.55
355,31,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Single,Male,3479.0,5,4-6 yrs,Q2,2 Medium,1,22961.4,0.55
359,32,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Married,Male,2794.0,5,4-6 yrs,Q1 (lowest),2 Medium,0,18440.4,0.55
361,38,Sales,Sales Executive,2,Non-Travel,false,Married,Male,5249.0,8,7-10 yrs,Q3,4 Very High,0,37267.9,0.5916666666666667
362,32,Engineering,QA / Support Engineer,2,Travel_Rarely,false,Single,Male,2176.0,6,4-6 yrs,Q1 (lowest),1 Low,0,15449.6,0.5916666666666667
363,46,Sales,Manager,4,Travel_Rarely,true,Married,Female,16872.0,7,7-10 yrs,Q4 (highest),2 Medium,0,161971.2,0.8
364,28,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,3485.0,0,0-1 yr,Q2,3 High,1,23001.0,0.55
366,29,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,6644.0,0,0-1 yr,Q3,2 Medium,0,47172.4,0.5916666666666667
367,31,Engineering,Solutions Consultant,2,Travel_Rarely,false,Married,Male,5582.0,9,7-10 yrs,Q3,4 Very High,0,39632.2,0.5916666666666667
369,25,Engineering,Solutions Consultant,2,Non-Travel,false,Divorced,Male,4000.0,6,4-6 yrs,Q2,1 Low,0,28400.0,0.5916666666666667
372,45,Engineering,Solutions Consultant,4,Travel_Rarely,true,Married,Male,13496.0,20,10+ yrs,Q4 (highest),4 Very High,0,129561.6,0.8
373,36,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Married,Male,3210.0,15,10+ yrs,Q2,4 Very High,0,21186.0,0.55
374,55,Engineering,Manager,5,Travel_Rarely,true,Single,Male,19045.0,36,10+ yrs,Q4 (highest),1 Low,0,201877.0,0.8833333333333333
376,47,Engineering,Manager,3,Non-Travel,true,Married,Male,11849.0,10,7-10 yrs,Q4 (highest),2 Medium,1,95976.9,0.6749999999999999
377,28,Engineering,Software Engineer,1,Travel_Rarely,false,Married,Male,2070.0,5,4-6 yrs,Q1 (lowest),4 Very High,0,13662.0,0.55
378,37,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,6502.0,5,4-6 yrs,Q3,4 Very High,0,46164.2,0.5916666666666667
379,21,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Male,3230.0,3,2-3 yrs,Q2,3 High,0,21318.0,0.55
380,37,Engineering,Engineering Director,3,Non-Travel,true,Divorced,Female,13603.0,5,4-6 yrs,Q4 (highest),4 Very High,0,110184.3,0.675
381,35,Engineering,Manager,3,Travel_Rarely,false,Divorced,Female,11996.0,7,7-10 yrs,Q4 (highest),2 Medium,0,97167.6,0.675
382,38,Sales,Sales Executive,2,Travel_Rarely,true,Divorced,Female,5605.0,8,7-10 yrs,Q3,1 Low,0,39795.5,0.5916666666666667
384,26,Engineering,Platform / DevOps Lead,2,Travel_Frequently,false,Divorced,Female,6397.0,6,4-6 yrs,Q3,2 Medium,0,45418.7,0.5916666666666667
385,50,Engineering,Engineering Director,5,Travel_Rarely,false,Divorced,Male,19144.0,10,7-10 yrs,Q4 (highest),2 Medium,0,202926.40000000002,0.8833333333333334
386,53,Engineering,Engineering Director,4,Travel_Rarely,true,Married,Male,17584.0,5,4-6 yrs,Q4 (highest),3 High,0,168806.40000000002,0.8000000000000002
387,42,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,4907.0,20,10+ yrs,Q2,3 High,0,34839.7,0.5916666666666666
388,29,Sales,Sales Executive,2,Travel_Frequently,false,Single,Male,4554.0,10,7-10 yrs,Q2,4 Very High,0,32333.4,0.5916666666666667
389,55,Engineering,QA / Support Engineer,2,Travel_Rarely,true,Married,Male,5415.0,10,7-10 yrs,Q3,4 Very High,0,38446.5,0.5916666666666667
390,26,Engineering,Solutions Consultant,2,Travel_Frequently,true,Married,Male,4741.0,5,4-6 yrs,Q2,1 Low,0,33661.100000000006,0.5916666666666668
391,37,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,2115.0,17,10+ yrs,Q1 (lowest),4 Very High,0,13959.0,0.55
392,44,Engineering,QA / Support Engineer,1,Travel_Frequently,true,Divorced,Male,3161.0,1,0-1 yr,Q2,3 High,1,20862.6,0.5499999999999999
393,38,Engineering,Solutions Consultant,2,Travel_Rarely,false,Divorced,Male,5745.0,2,2-3 yrs,Q3,4 Very High,0,40789.5,0.5916666666666667
394,26,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Divorced,Male,2373.0,3,2-3 yrs,Q1 (lowest),2 Medium,1,15661.800000000001,0.55
395,28,Engineering,Software Engineer,1,Travel_Rarely,false,Single,Female,3310.0,5,4-6 yrs,Q2,4 Very High,0,21846.0,0.55
396,49,Engineering,Engineering Director,5,Travel_Frequently,true,Single,Female,18665.0,3,2-3 yrs,Q4 (highest),1 Low,0,197849.0,0.8833333333333333
397,36,Engineering,Software Engineer,2,Travel_Rarely,false,Single,Male,4485.0,8,7-10 yrs,Q2,2 Medium,0,31843.5,0.5916666666666667
399,31,Sales,Sales Representative,1,Travel_Frequently,false,Divorced,Female,2789.0,2,2-3 yrs,Q1 (lowest),2 Medium,0,18407.4,0.55
401,26,Sales,Sales Executive,2,Travel_Rarely,true,Single,Male,5828.0,8,7-10 yrs,Q3,4 Very High,1,41378.8,0.5916666666666667
403,37,Engineering,Software Engineer,1,Travel_Frequently,true,Married,Male,2326.0,4,4-6 yrs,Q1 (lowest),4 Very High,0,15351.6,0.55
404,42,Sales,Sales Executive,4,Travel_Frequently,false,Married,Female,13525.0,20,10+ yrs,Q4 (highest),2 Medium,0,129840.0,0.8
405,18,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,1420.0,0,0-1 yr,Q1 (lowest),3 High,1,9372.0,0.55
406,35,Sales,Sales Executive,3,Travel_Rarely,false,Married,Male,8020.0,11,10+ yrs,Q3,2 Medium,0,64962.0,0.675
407,36,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Married,Male,3688.0,1,0-1 yr,Q2,4 Very High,0,24340.800000000003,0.55
408,51,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Divorced,Male,5482.0,4,4-6 yrs,Q3,2 Medium,0,38922.2,0.5916666666666667
410,41,Sales,Manager,4,Travel_Rarely,false,Single,Male,16015.0,22,10+ yrs,Q4 (highest),2 Medium,0,153744.0,0.8
411,18,Sales,Sales Representative,1,Travel_Rarely,false,Single,Female,1200.0,0,0-1 yr,Q1 (lowest),3 High,0,7920.0,0.55
412,28,Engineering,Solutions Consultant,2,Travel_Rarely,false,Single,Male,5661.0,8,7-10 yrs,Q3,1 Low,0,40193.100000000006,0.5916666666666668
416,31,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,6929.0,8,7-10 yrs,Q3,4 Very High,0,49195.9,0.5916666666666667
417,39,Engineering,Solutions Consultant,3,Travel_Rarely,false,Divorced,Male,9613.0,18,10+ yrs,Q4 (highest),4 Very High,0,77865.3,0.675
419,36,Engineering,QA / Support Engineer,2,Non-Travel,false,Married,Female,5674.0,9,7-10 yrs,Q3,2 Medium,0,40285.4,0.5916666666666667
420,32,Sales,Sales Executive,2,Travel_Rarely,false,Married,Male,5484.0,13,10+ yrs,Q3,3 High,0,38936.4,0.5916666666666667
421,38,Engineering,Engineering Director,3,Travel_Rarely,false,Married,Female,12061.0,10,7-10 yrs,Q4 (highest),2 Medium,0,97694.1,0.675
422,58,Engineering,Solutions Consultant,2,Non-Travel,true,Divorced,Male,5660.0,5,4-6 yrs,Q3,3 High,0,40186.0,0.5916666666666667
423,31,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,4821.0,5,4-6 yrs,Q2,4 Very High,0,31818.600000000002,0.55
424,31,Human Resources,Human Resources,2,Travel_Rarely,false,Married,Male,6410.0,2,2-3 yrs,Q3,1 Low,0,45511.0,0.5916666666666667
425,45,Engineering,QA / Support Engineer,3,Travel_Frequently,false,Divorced,Male,5210.0,24,10+ yrs,Q3,1 Low,0,42201.0,0.675
426,31,Engineering,Software Engineer,1,Travel_Rarely,true,Divorced,Male,2695.0,2,2-3 yrs,Q1 (lowest),4 Very High,0,17787.0,0.55
428,33,Engineering,Manager,3,Travel_Frequently,false,Married,Female,11878.0,10,7-10 yrs,Q4 (highest),2 Medium,0,96211.8,0.675
429,39,Engineering,Manager,4,Travel_Rarely,true,Married,Male,17068.0,21,10+ yrs,Q4 (highest),1 Low,0,163852.8,0.7999999999999999
430,43,Engineering,QA / Support Engineer,1,Travel_Frequently,false,Single,Female,2455.0,8,7-10 yrs,Q1 (lowest),4 Very High,0,16203.0,0.55
431,49,Engineering,Solutions Consultant,4,Travel_Rarely,true,Single,Female,13964.0,7,7-10 yrs,Q4 (highest),3 High,0,134054.4,0.7999999999999999
433,52,Engineering,Software Engineer,2,Travel_Rarely,false,Married,Male,4941.0,8,7-10 yrs,Q3,2 Medium,1,35081.100000000006,0.5916666666666668
434,27,Engineering,Software Engineer,1,Travel_Rarely,true,Single,Female,2478.0,4,4-6 yrs,Q1 (lowest),2 Medium,0,16354.800000000001,0.55
436,32,Sales,Sales Executive,2,Travel_Rarely,true,Married,Female,5228.0,13,10+ yrs,Q3,2 Medium,0,37118.8,0.5916666666666667
437,27,Sales,Sales Executive,2,Travel_Rarely,true,Single,Male,4478.0,5,4-6 yrs,Q2,3 High,0,31793.800000000003,0.5916666666666667
438,31,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Male,7547.0,7,7-10 yrs,Q3,4 Very High,0,53583.7,0.5916666666666667
439,32,Engineering,Software Engineer,2,Travel_Rarely,false,Single,Female,5055.0,7,7-10 yrs,Q3,4 Very High,0,35890.5,0.5916666666666667
440,28,Engineering,Software Engineer,1,Travel_Rarely,true,Married,Male,3464.0,3,2-3 yrs,Q2,4 Very High,1,22862.4,0.55
441,30,Engineering,Software Engineer,2,Travel_Rarely,false,Married,Female,5775.0,10,7-10 yrs,Q3,4 Very High,0,41002.5,0.5916666666666667
442,31,Engineering,Platform / DevOps Lead,3,Travel_Frequently,false,Married,Female,8943.0,10,7-10 yrs,Q4 (highest),3 High,0,72438.3,0.675
444,39,Engineering,Manager,5,Travel_Frequently,false,Married,Male,19272.0,21,10+ yrs,Q4 (highest),4 Very High,0,204283.2,0.8833333333333334
445,39,Sales,Sales Executive,2,Travel_Rarely,true,Married,Female,5238.0,1,0-1 yr,Q3,3 High,1,37189.8,0.5916666666666667
446,33,Sales,Sales Executive,2,Travel_Frequently,false,Single,Male,4682.0,7,7-10 yrs,Q2,4 Very High,0,33242.2,0.5916666666666666
447,47,Engineering,Engineering Director,5,Travel_Rarely,false,Married,Male,18300.0,3,2-3 yrs,Q4 (highest),3 High,0,193980.0,0.8833333333333333
448,43,Engineering,QA / Support Engineer,2,Travel_Frequently,false,Divorced,Female,5257.0,9,7-10 yrs,Q3,3 High,0,37324.7,0.5916666666666667
449,27,Sales,Sales Executive,2,Non-Travel,true,Married,Male,6349.0,5,4-6 yrs,Q3,2 Medium,0,45077.9,0.5916666666666667
450,54,Engineering,Software Engineer,2,Travel_Frequently,false,Single,Female,4869.0,4,4-6 yrs,Q2,3 High,0,34569.9,0.5916666666666667
451,43,Engineering,Solutions Consultant,3,Travel_Rarely,false,Married,Female,9985.0,1,0-1 yr,Q4 (highest),1 Low,0,80878.5,0.675
452,45,Engineering,Software Engineer,2,Travel_Rarely,false,Married,Male,3697.0,10,7-10 yrs,Q2,4 Very High,0,26248.7,0.5916666666666667
453,40,Sales,Sales Executive,2,Travel_Rarely,true,Married,Male,7457.0,4,4-6 yrs,Q3,4 Very High,0,52944.7,0.5916666666666667
454,29,Engineering,QA / Support Engineer,1,Travel_Rarely,true,Married,Male,2119.0,7,7-10 yrs,Q1 (lowest),1 Low,1,13985.400000000001,0.55
455,29,Engineering,QA / Support Engineer,1,Travel_Rarely,false,Single,Male,3983.0,3,2-3 yrs,Q2,4 Very High,0,26287.800000000003,0.55
456,30,Sales,Sales Executive,2,Travel_Rarely,false,Divorced,Female,6118.0,10,7-10 yrs,Q3,3 High,0,43437.8,0.5916666666666667
458,27,Sales,Sales Executive,2,Travel_Rarely,false,Married,Female,6214.0,8,7-10 yrs,Q3,2 Medium,0,44119.4,0.5916666666666667
460,37,Engineering,Platform / DevOps Lead,2,Travel_Rarely,false,Divorced,Male,6347.0,6,4-6 yrs,Q3,4 Very High,0,45063.7,0.5916666666666667
461,38,Engineering,Engineering Director,3,Travel_Rarely,true,Divorced,Male,11510.0,11,10+ yrs,Q4 (highest),4 Very High,0,93231.0,0.675
